Store ID,Address,City,State,Zip Code,Latitude,Longitude
543,3222 W Camp Wisdom Rd,Dallas,Texas,75237,32.6620482,-96.8732554
545,4408 Little Rd,Arlington,Texas,76016,32.6758619,-97.1986859
546,202 S Interstate 35,Georgetown,Texas,78628,30.6495772,-97.6812845
548,500 S Highway 287,Decatur,Texas,76234,33.2303307,-97.5956126
549,211 S Watson Rd,Arlington,Texas,76010,32.7347437,-97.0613351
550,7001 North Loop E,Houston,Texas,77028,29.8081172,-95.3014089
551,15811 I-10E,Channelview,Texas,77530,29.7790194,-95.1235885
552,1235 West St Mary's Road,Tucson,Arizona,85745,32.2290118,-110.9919946
553,2401 West Berry Street,Fort Worth,Texas,76110,32.7057175,-97.3526004
554,11075 Gateway West,El Paso,Texas,79935,31.7450879,-106.3319619
556,2406 E End Blvd S,Marshall,Texas,75672,32.5238827,-94.351415
557,1704 S Main St,Sapulpa,Oklahoma,74066,35.9787872,-96.1138959
559,6061 Greenville Ave,Dallas,Texas,75206,32.8593985,-96.7685834
560,28315 Tomball Pkwy,Tomball,Texas,77375,30.0858951,-95.6320672
562,4800 Twin City Hwy,Groves,Texas,77619,29.9389311,-93.9371824
563,3519 S Cooper St,Arlington,Texas,76015,32.687711,-97.1300114
564,1402 Corsicana Hwy.,Hillsboro,Texas,76645,32.0079958,-97.0975224
565,1310 George Dieter Dr,El Paso,Texas,79936,31.7215791,-106.3034524
566,824 S International Blvd,Hidalgo,Texas,78557,26.0994844,-98.2684665
567,211 E FM 1382,Cedar Hill,Texas,75104,32.5981326,-96.9413568
569,4530 Highway 6 Southwood Valley,Sugar Land,Texas,77478,29.5814475,-95.585175
570,307 N Interstate 35,Belton,Texas,76513,31.0559753,-97.4509182
571,1812 W University Dr,Edinburg,Texas,78539,26.3038093,-98.1821101
572,2728 N Main St,Altus,Oklahoma,73521,34.6664432,-99.3335607
573,7820 N Macarthur Blvd,Oklahoma City,Oklahoma,73132,35.5508047,-97.6186583
574,2511 Apalachee Pkwy,Tallahassee,Florida,32301,30.4273634,-84.2383552
575,171 N Stemmons Fwy,Lewisville,Texas,75067,33.0472562,-97.0100931
576,6205 N Lamar Blvd,Austin,Texas,78752,30.3304043,-97.7229788
577,1001 North Boomer,Stillwater,Oklahoma,74075,36.1332226,-97.060999
578,2204 Texas 71 Business,Columbus,Texas,78934,29.6943326,-96.5409621
579,1717 South Loop 256,Palestine,Texas,75801,31.7374908,-95.6079541
580,1717 Loop 323,Tyler,Texas,75701,32.3306999,-95.2665254
581,2460 N Main St,Las Cruces,New Mexico,88001,32.3308745,-106.782512
584,4017 N 23rd St,McAllen,Texas,78504,26.2420465,-98.2396171
585,2040 N 75th Ave,Phoenix,Arizona,85035,33.4706678,-112.2211936
586,2341 E Kenosha St,Broken Arrow,Oklahoma,74012,36.0604955,-95.7637799
587,7375 W Chandler Blvd,Chandler,Arizona,85226,33.3048754,-111.9682093
590,401 TX-71,Bastrop,Texas,78602,30.1063999,-97.3310233
591,181 N Sam Houston Pkwy E,Houston,Texas,77060,29.941506,-95.408886
592,2212 E Main St,League City,Texas,77573,29.5237177,-95.0764412
593,505 US-83,Roma,Texas,78584,26.402636,-99.0063856
594,90 W Expy 83,La Feria,Texas,78559,26.1649035,-97.8247203
595,615 N Daniel Salinas Blvd,Donna,Texas,78537,26.1792429,-98.041631
596,6803 N Loop 1604 W,San Antonio,Texas,78249,29.5890169,-98.6222092
597,10310 S Post Oak Road,Houston,Texas,77035,29.6690811,-95.4629797
598,435 W Valencia Rd,Tucson,Arizona,85706,32.1336346,-110.9763003
599,6300 Gulf Freeway,La Marque,Texas,77568,29.4013067,-95.0329365
601,211 West Rd,Houston,Texas,77038,29.9146718,-95.4146343
602,10112 FM 1472,Laredo,Texas,78045,27.5926283,-99.5132623
603,450 US-83,La Joya,Texas,78560,26.2470666,-98.4735719
604,3710 W Northwest Hwy,Dallas,Texas,75220,32.8602722,-96.8563498
605,13270 Northwest Fwy,Houston,Texas,77040,29.8486861,-95.5035713
607,23607 Highway 59,Porter,Texas,77365,30.1054463,-95.2351916
608,18180 Dallas Pkwy,Dallas,Texas,75287,32.9967412,-96.8286308
609,1425 Eastchase Parkway,Fort Worth,Texas,76120,32.7587792,-97.166589
613,1417 E Tyler St,Athens,Texas,75751,32.2118402,-95.8296766
614,1908 W Ben White Blvd,Austin,Texas,78704,30.2303616,-97.7871572
616,8908 N Navarro St,Victoria,Texas,77904,28.8778244,-96.9965752
618,2916 W Expressway 83,Palmview,Texas,78572,26.2307454,-98.3609256
628,2801 Hwy 36 South,Brenham,Texas,77833,30.1385833,-96.3949725
629,115 N General Bruce Drive,Temple,Texas,76504,31.1035714,-97.3579227
630,348 E Pearl St,Goliad,Texas,77963,28.6684908,-97.3892766
631,10315 S Highway 6,Sugar Land,Texas,77498,29.6650363,-95.643141
634,12140 Montwood Drive,El Paso,Texas,79936,31.7602355,-106.2706484
635,120 N Beckley St,Lancaster,Texas,75146,32.5911377,-96.8214476
638,1365 S Wheeler St,Jasper,Texas,75951,30.9079977,-93.994839
645,3226 Ambassador Caffery Pkwy,Lafayette,Louisiana,70506,30.1837827,-92.07554
646,2321 South Jefferson Ave,Mt. Pleasant,Texas,75455,33.1337167,-94.9676207
648,825 Highway 96 S,Silsbee,Texas,77656,30.3416446,-94.1819161
650,108 N Henderson Blvd,Kilgore,Texas,75662,32.3805099,-94.8685734
651,3402 Hwy 36 S,Rosenberg,Texas,77471,29.5306509,-95.8088717
652,938 W Main St,Gun Barrel City,Texas,75156,32.3312826,-96.1300434
654,870 N Resler Dr,El Paso,Texas,79912,31.8585362,-106.5572562
655,4640 Woodrow Bean Transmountain Dr,El Paso,Texas,79924,31.8979132,-106.4359412
656,1198 N Yarbrough Dr,El Paso,Texas,79925,31.7558414,-106.3419181
657,3105 Forest Ln,Dallas,Texas,75234,32.9101076,-96.8723561
658,6241 Saratoga Blvd,Corpus Christi,Texas,78414,27.6782023,-97.3703912
659,7530 FM 1960 Rd E,Atascocita,Texas,77346,29.9978186,-95.1608354
660,18417 U.S. 281 Access Road,San Antonio,Texas,78258,29.6107627,-98.4689317
661,8481 N US Highway 281,San Antonio,Texas,78216,29.6297526,-98.4597697
664,445 S Central Expy,McKinney,Texas,75070,33.1949432,-96.6386314
667,345 S SW Loop 323,Tyler,Texas,75702,32.347443,-95.3430762
668,3215 Junction Hwy,Ingram,Texas,78025,30.0729927,-99.2296745
669,7110 McPherson Rd.,Laredo,Texas,78041,27.5670094,-99.4735408
670,3797 Southwest Fwy,Houston,Texas,77027,29.7284237,-95.4367944
692,1204 Hwy 281 N.,Marble Falls,Texas,78654,30.5809738,-98.2734447
693,6950 N Loop 1604 E,San Antonio,Texas,78247,29.5922289,-98.3535762
694,6520 Southwest Fwy,Houston,Texas,77074,29.7184206,-95.4983672
695,7101 N 10th St,McAllen,Texas,78504,26.267375,-98.2196852
697,4201 Osuna Rd NE,Albuquerque,New Mexico,87109,35.1568129,-106.595009
698,9263 N Loop 1604 W,San Antonio,Texas,78249,29.5555431,-98.6671708
699,6391 Babcock Rd,San Antonio,Texas,78240,29.5437719,-98.6139845
700,3123 Eastman Rd.,Longview,Texas,75602,32.4535456,-94.7081765
702,202 W. Del Mar Blvd.,Laredo,Texas,78041,27.5680358,-99.4989857
703,4646 Knickerbocker Rd,San Angelo,Texas,76904,31.4142798,-100.4754212
704,2217 E Interstate 20,Midland,Texas,79701,31.9824538,-102.0411036
705,4040 S Interstate 35,San Marcos,Texas,78666,29.8274118,-97.987135
706,5351 N Beach St,Fort Worth,Texas,76137,32.8409862,-97.2911895
707,2741 N Stemmons Fwy,Dallas,Texas,75207,32.8090499,-96.8471188
708,11880 N Central Expwy,Dallas,Texas,75243,32.9110613,-96.7677613
709,13235 Ranch Rd 620 N,Austin,Texas,78717,30.469556,-97.7906701
710,7725 FM 78,San Antonio,Texas,78244,29.492277,-98.3344478
711,10011 San Pedro,San Antonio,Texas,78216,29.5319128,-98.4969273
712,8534 Highway 6 N,Houston,Texas,77095,29.9025644,-95.633165
714,3531 State Highway 528 NW,Albuquerque,New Mexico,87114,35.206323,-106.6503611
716,3325 Lamar Ave,Paris,Texas,75460,33.6613903,-95.51437
717,12808 Frontage Road,San Antonio,Texas,78249,29.5636372,-98.5922352
719,2510 E Expressway 83,Mission,Texas,78572,26.1948084,-98.2825651
720,7201 Quaker Ave,Lubbock,Texas,79424,33.5279458,-101.9055253
721,9990 N 90th St,Scottsdale,Arizona,85258,33.5771085,-111.886319
722,101 Harris Ave,Red Oak,Texas,75154,32.531318,-96.8213459
723,109 West Airtex Blvd,Houston,Texas,77090,29.9811663,-95.4240457
724,1528 Hewitt Dr.,Waco,Texas,76712,31.4825217,-97.2075073
725,1225 Fry Road,Katy,Texas,77449,29.7877397,-95.7202104
726,1614 North Access Road,Clyde,Texas,79510,32.4130693,-99.4907184
728,2428 N Haskell Ave,Dallas,Texas,75204,32.8050986,-96.7891879
729,6225 Precinct Line Rd,North Richland Hills,Texas,76180,32.8607534,-97.1866662
730,6849 South Broadway,Tyler,Texas,75703,32.2748188,-95.3074324
731,2110 N Main St,Roswell,New Mexico,88201,33.418167,-104.5236086
733,6888 Gulf Fwy,Houston,Texas,77087,29.7022017,-95.2970397
734,3130 Broadway St,San Antonio,Texas,78209,29.4556589,-98.4699819
735,4250 FM 2181,Hickory Creek,Texas,75065,33.1295052,-97.044089
736,14310-A IH 35,Austin,Texas,78728,30.433222,-97.6708616
738,4920 W Airport Fwy,Irving,Texas,75062,32.8359447,-97.0234248
740,6100 FM 802,Brownsville,Texas,78521,25.9427011,-97.4273459
741,4416 Highway 359,Laredo,Texas,78043,27.4978185,-99.4489283
742,3845 S Carrier Pkwy,Grand Prairie,Texas,75052,32.6789434,-97.0062808
743,6401 Coit Rd,Plano,Texas,75024,33.0595021,-96.7710021
744,402 E Polk St,Burnet,Texas,78611,30.759435,-98.2243312
745,2720 W Sam Houston Pkwy S,Houston,Texas,77042,29.735751,-95.5587131
746,694 N. First St.,Timpson,Texas,75975,31.9057058,-94.3988339
747,1800 Texas 71,La Grange,Texas,78945,29.9192028,-96.8543437
748,4687 State Highway 121,The Colony,Texas,75056,33.065018,-96.8928012
749,18330 Blanco Rd,San Antonio,Texas,78258,29.6110584,-98.5079591
750,20550 Interstate 45,Spring,Texas,77373,30.0645585,-95.4331721
751,2000 State Highway 26,Grapevine,Texas,76051,32.9590854,-97.0430179
752,440 Northwest Pkwy,Azle,Texas,76020,32.8993514,-97.5429607
753,101 West Highway 67,Venus,Texas,76084,32.4350532,-97.1047748
754,605 E Byron Nelson Blvd,Roanoke,Texas,76262,33.0027888,-97.2204784
755,2557 NW Loop 410,San Antonio,Texas,78230,29.5125364,-98.5347006
756,2460 W Bethany Home Rd,Phoenix,Arizona,85015,33.5252427,-112.111491
757,7826 Denton Hwy,Watauga,Texas,76148,32.8860931,-97.2595963
758,6120 Hollywood Rd,Amarillo,Texas,79110,35.1172861,-101.9039557
760,6707 Pines Rd,Shreveport,Louisiana,71129,32.4472439,-93.8632545
761,4610 S 48th St,Phoenix,Arizona,85040,33.4057994,-111.9788211
762,2545 Firewheel Pkwy,Garland,Texas,75040,32.9385852,-96.6050577
763,4983 Highway 90,Milton,Florida,32571,30.6028576,-87.1159822
764,14251 West Indian School Bypass,Goodyear,Arizona,85395,33.485423,-112.3654898
765,2747 E Broadway Rd,Mesa,Arizona,85204,33.4077336,-111.7715847
766,14935 F.M. 1663,Winnie,Texas,77665,29.836002,-94.383697
768,8226 University Ave,Lubbock,Texas,79423,33.517519,-101.8710398
769,1203 N Dickinson Dr,Rusk,Texas,75785,31.8009771,-95.1476458
771,4915 E Interstate 20 Service Rd N,Willow Park,Texas,76087,32.7358042,-97.6333093
772,1000 E Nolana Ave,McAllen,Texas,78504,26.236437,-98.2038421
773,117 Shannon Road,Sulphur Springs,Texas,75482,33.1156534,-95.5940188
774,1430 West River Road,Tucson,Arizona,85704,32.2979081,-110.9968845
776,1320 E Main St,Midlothian,Texas,76065,32.4741519,-96.978108
777,3580 W Alton Gloor Blvd,Brownsville,Texas,78520,25.9776544,-97.5190978
778,18190 Gulf Fwy,Friendswood,Texas,77546,29.5532096,-95.1567894
779,3850 S Ferdon Blvd,Crestview,Florida,32536,30.7217756,-86.569764
781,2710 N State Hwy 360 Service Rd E,Grand Prairie,Texas,75050,32.7955364,-97.0553689
782,503 SW Military Dr,San Antonio,Texas,78221,29.3570152,-98.4995735
784,8426 Broadway St,San Antonio,Texas,78209,29.5159908,-98.4644204
785,375 South Telshor Blvd,Las Cruces,New Mexico,88011,32.3174769,-106.7475835
786,2900 N. Airfield Drive,Dallas,Texas,75261,32.9199286,-97.0204643
787,6425 Weber Rd,Corpus Christi,Texas,78413,27.7004163,-97.4124627
788,3603 Houston Hwy,Victoria,Texas,77901,28.815461,-96.965184
789,40 N Kessler Ave,Schulenburg,Texas,78956,29.6912158,-96.9022788
790,5760 W Loop 1604 N,San Antonio,Texas,78251,29.4912135,-98.7048705
791,1725 N University Ave,Lafayette,Louisiana,70507,30.2532055,-92.0379963
792,2496 Schillinger Rd,Mobile,Alabama,36695,30.6382599,-88.2247195
793,1717 E University Dr,Edinburg,Texas,78542,26.2993224,-98.1455098
794,14646 Blanco Rd,San Antonio,Texas,78216,29.576742,-98.5128268
795,2050 E Austin St,Giddings,Texas,78942,30.1791358,-96.9168465
796,2011 Ranch Road 620 S,Lakeway,Texas,78734,30.3434136,-97.9661614
797,17480 W Grand Pkwy South,Sugar Land,Texas,77479,29.563702,-95.687653
798,3424 E Hebron Pkwy,Carrollton,Texas,75010,33.0263626,-96.8409416
799,11740 Plano Rd,Dallas,Texas,75243,32.9086472,-96.6998097
800,2701 S US Hwy 77 Bypass,Kingsville,Texas,78363,27.4908138,-97.8482666
801,1400 Central Blvd,Brownsville,Texas,78520,25.9243778,-97.5109973
802,5400 FM 1640 Rd,Richmond,Texas,77469,29.5596508,-95.7607393
803,190 Eglin Pkwy NE,Fort Walton Beach,Florida,32548,30.4242502,-86.6095485
804,101 Harbor Blvd,Destin,Florida,32541,30.3954643,-86.5098201
805,10725 Emerald Coast Pkwy,Destin,Florida,32550,30.3786396,-86.3536706
806,2500 Lakeview Pkwy,Rowlett,Texas,75088,32.9073179,-96.578305
807,201 E Griffin Pkwy,Mission,Texas,78572,26.2298487,-98.3218053
808,1745 Rock Prairie Rd,College Station,Texas,77845,30.5837199,-96.2884305
809,3400 W Slaughter Ln,Austin,Texas,78748,30.182946,-97.8474412
810,3040 Silverlake Village Dr,Pearland,Texas,77584,29.5540301,-95.3859595
812,433 Coit Rd,Plano,Texas,75075,33.0044201,-96.7684294
813,15329 Wallisville Rd,Houston,Texas,77049,29.8080871,-95.1680937
814,AT&T Center Parkway,San Antonio,Texas,78219,29.4339838,-98.4336948
815,12424 Tomball Pkwy,Houston,Texas,77086,29.9106636,-95.4781138
816,850 Market Pl,Irving,Texas,75063,32.9170725,-96.9595201
817,6745 Siegen Ln,Baton Rouge,Louisiana,70809,30.3877173,-91.0621135
818,3797 N Houston School Rd,Lancaster,Texas,75134,32.640834,-96.8065392
819,1905 Texas Ave,Bridge City,Texas,77611,30.0336452,-93.8337059
820,2215 North Main Street,Cleburne,Texas,76033,32.3802243,-97.3936574
821,1325 S Meridian Ave,Oklahoma City,Oklahoma,73108,35.4521763,-97.6016219
822,708 North Parkway,Alvarado,Texas,76009,32.417729,-97.2240164
823,3073 College Park Dr,The Woodlands,Texas,77384,30.206383,-95.4619521
824,26040 US-290 Frontage,Cypress,Texas,77429,29.9725933,-95.6947405
825,4120 S Collins St,Arlington,Texas,76014,32.6801385,-97.0940781
827,8501 S Lancaster Rd,Dallas,Texas,75241,32.6440894,-96.7804585
828,22603 Tomball Pkwy,Tomball,Texas,77375,30.0141582,-95.5923566
829,454 S Bibb Ave,Eagle Pass,Texas,78852,28.7030999,-100.4826896
830,7241 IH 10,Orange,Texas,77630,30.1143012,-93.8188598
831,1201 West Glade Road,Euless,Texas,76039,32.881038,-97.1008437
832,3000 Western Center Blvd,Fort Worth,Texas,76131,32.8606792,-97.3167656
833,12401 Westheimer Rd,Houston,Texas,77077,29.7358053,-95.5997649
834,3239 SE Military Dr,San Antonio,Texas,78223,29.3521502,-98.4355157
835,1520 Keller Parkway,Keller,Texas,76248,32.932824,-97.2180567
836,1320 North High Street,Jackson,Mississippi,39202,32.3036632,-90.1689771
837,809 Riverhill Dr,Laredo,Texas,78046,27.4604414,-99.4780544
838,214 E Parkwood Ave,Friendswood,Texas,77546,29.510833,-95.1874893
839,2203 E Evans Rd,San Antonio,Texas,78259,29.6367877,-98.4545503
840,2740 E Whitestone Blvd,Cedar Park,Texas,78613,30.5327471,-97.7871997
841,1708 S Loop 288,Denton,Texas,76205,33.1930573,-97.0973122
842,9500 Candelaria Rd NE,Albuquerque,New Mexico,87112,35.1157716,-106.5353442
843,3611 Sangani Blvd,Diberville,Mississippi,39540,30.4584265,-88.8952331
844,621 W Bandera Rd,Boerne,Texas,78006,29.7789865,-98.7395559
845,9102 Mcpherson Rd,Laredo,Texas,78045,27.5915036,-99.4796407
846,1560 North Cockrell Hill,Dallas,Texas,75211,32.7645214,-96.8949975
847,401 N. Main St.,Lumberton,Texas,77657,30.260093,-94.1992437
848,840 N Airline Hwy,Gonzales,Louisiana,70737,30.2386838,-90.9133674
849,11484 Highway 49,Gulfport,Mississippi,39503,30.455422,-89.0996114
850,3308 Fourth St.,Longview,Texas,75605,32.5429065,-94.730331
851,141 S U.S. Hwy 281,Alice,Texas,78332,27.7478829,-98.1119634
852,9029 Spencer Hwy,La Porte,Texas,77571,29.6645404,-95.0997727
853,7165 Philips Hwy,Jacksonville,Florida,32256,30.242601,-81.5980889
854,6129 Mobile Hwy,Pensacola,Florida,32526,30.463696,-87.3025702
855,18253 Marsh Ln,Dallas,Texas,75287,32.998077,-96.8561867
858,2123 W Davis St,Conroe,Texas,77304,30.3174051,-95.4786413
861,3851 Bienville Blvd,Ocean Springs,Mississippi,39564,30.4099562,-88.7622567
862,13880 US Highway 19 South,Thomasville,Georgia,31757,30.8393499,-83.9431868
864,800 E County Line Rd,Ridgeland,Mississippi,39157,32.400143,-90.1436116
865,1201 Atlantic Blvd,Neptune Beach,Florida,32266,30.3240236,-81.4093749
866,501 East Highway 67,Duncanville,Texas,75137,32.6334596,-96.9008214
868,7010 Lancer Rd,Laredo,Texas,78041,27.5597494,-99.4482049
872,2173 W Oaklawn Rd,Pleasanton,Texas,78064,28.9382963,-98.514714
874,8840 Beach Blvd,Jacksonville,Florida,32216,30.2863364,-81.5634472
875,1033 East Trinity Mills,Carrollton,Texas,75006,32.9842364,-96.9078959
877,2401 Gilmer Road,Longview,Texas,75604,32.5317552,-94.7889424
879,3402 Halls Ferry Rd,Vicksburg,Mississippi,39180,32.3143187,-90.8769356
882,5060 State Hwy 78,Sachse,Texas,75048,32.9690959,-96.6056418
883,9501 White Settlement Rd,Fort Worth,Texas,76108,32.7603654,-97.4806764
884,9300 S Interstate 35,Austin,Texas,78748,30.1631095,-97.7903675
886,7755 Normandy Blvd,Jacksonville,Florida,32221,30.2959105,-81.7756474
887,6288 North US Hwy 271,Tyler,Texas,75708,32.3954672,-95.2694437
888,1135 Gulf Breeze Highway,Gulf Breeze,Florida,32561,30.3579419,-87.15721
890,2300 S Highway 29,Cantonment,Florida,32533,30.5685883,-87.2893602
891,215 N Interstate 45 Service Rd,Hutchins,Texas,75141,32.6500591,-96.7091095
892,4640 E Palm Valley Blvd,Round Rock,Texas,78665,30.5326618,-97.6137515
893,1000 Main St,Houston,Texas,77002,29.7567954,-95.3659038
895,100 State Park Road,Lockhart,Texas,78644,29.871899,-97.6693719
896,5931 Trussville Crossings Pkwy,Birmingham,Alabama,35235,33.6429862,-86.6259535
897,1520 North State Highway 46,Seguin,Texas,78155,29.5818836,-97.9914324
898,14460 FM 2100,Crosby,Texas,77532,29.8964914,-95.0626543
899,318 N Westgate Dr,Weslaco,Texas,78596,26.1646727,-98.0063251
900,734 E Port Ave,Corpus Christi,Texas,78401,27.8091447,-97.4000338
901,6203 FM 1488 Rd,Magnolia,Texas,77354,30.2228695,-95.5613632
902,3620 E Interstate 40,Amarillo,Texas,79103,35.19212,-101.7937763
904,6241 Old Highway 135 N,Kilgore,Texas,75662,32.4348773,-94.9441002
906,1520 Cypress Creek Road,Cedar Park,Texas,78613,30.4798588,-97.8327797
907,6301 W Parmer Ln,Austin,Texas,78729,30.445215,-97.7439195
909,463773 State Rd 200,Yulee,Florida,32097,30.6276893,-81.5507787
910,6611 S Mo Pac Expy,Austin,Texas,78749,30.2199628,-97.8353433
911,4040 Little York Rd,Houston,Texas,77093,29.8693731,-95.3279376
912,1701 W Tennessee St,Tallahassee,Florida,32304,30.4487346,-84.308961
913,2434 US Highway 331 S,Defuniak Springs,Florida,32435,30.686484,-86.123213
914,2440 Presidential Pkwy,Midlothian,Texas,76065,32.4557153,-96.9350659
915,5512 4th St,Lubbock,Texas,79416,33.5927534,-101.9336473
916,102 S John Redditt Dr,Lufkin,Texas,75904,31.3323786,-94.7599973
918,5570 FM 3009,Schertz,Texas,78154,29.602034,-98.2779047
919,4125 S Loop 1604 E,San Antonio,Texas,78264,29.2193069,-98.4143317
920,1601 Main Street,Fultondale,Alabama,35068,33.6091042,-86.7999885
922,962 E. Hwy 80,Forney,Texas,75126,32.7423186,-96.4438713
923,4450 E Highway 20,Niceville,Florida,32578,30.4857788,-86.4186319
924,8319 State Highway 151,San Antonio,Texas,78245,29.4372051,-98.6517868
925,4321 N Conway Ave,Palmhurst,Texas,78573,26.2596687,-98.3189605
926,114 Broadhead Rd,Waxahachie,Texas,75165,32.4020962,-96.8172014
927,1101 1st Street South,Alabaster,Alabama,35007,33.2333074,-86.81001
928,2509 Trimmier Road,Killeen,Texas,76542,31.0913291,-97.7340106
929,8430 FM 1960 Bypass Rd W,Humble,Texas,77338,30.0042312,-95.2987254
930,229 19th St,Hondo,Texas,78861,29.3478524,-99.1289048
931,5648 Woodbine Rd,Pace,Florida,32571,30.6421863,-87.1803606
932,5346 Stewart St,Milton,Florida,32570,30.6290795,-87.0425369
933,2990 Gulf Fwy S,League City,Texas,77573,29.4679817,-95.0890313
934,1281 E Loop 304,Crockett,Texas,75835,31.3154474,-95.4354028
937,819 West Panola Street,Carthage,Texas,75633,32.1574103,-94.3530808
938,3510 N Main St,Taylor,Texas,76574,30.5986032,-97.4151849
939,4108 W LOOP 281,Longview,Texas,75604,32.497423,-94.7774139
940,6414 82nd St,Lubbock,Texas,79424,33.5202628,-101.9550235
941,1790 W Fairfield Dr,Pensacola,Florida,32501,30.4456037,-87.2387027
943,4831 Wilson Rd,Humble,Texas,77396,29.9360848,-95.2490409
944,2965 N Highway 77,Waxahachie,Texas,75165,32.4576051,-96.8356553
945,961 W Belt Line Rd,Desoto,Texas,75115,32.590159,-96.8801506
946,530 W Loop 1604 N,San Antonio,Texas,78251,29.4377713,-98.7101128
947,5401 FM 1626,Kyle,Texas,78640,30.0158656,-97.8620114
948,30330 FM 2978 Rd,Magnolia,Texas,77354,30.1914362,-95.5900879
949,12510 SW Loop 410,San Antonio,Texas,78224,29.3211609,-98.5543353
950,23540 Westheimer Pkwy,Katy,Texas,77494,29.7341115,-95.7753932
951,7418 S Sam Houston Pkwy W,Houston,Texas,77085,29.6157118,-95.4963185
952,911 10th Street,Floresville,Texas,78114,29.1439838,-98.1564108
953,4500 Bass Pro Drive,Garland,Texas,75043,32.8646472,-96.5420013
954,8340 N Century Blvd,Century,Florida,32535,30.9801204,-87.257985
956,3109 Texas Ave,College Station,Texas,77845,30.6425184,-96.3512056
957,1415 SW H K Dodgen Loop,Temple,Texas,76502,31.0728146,-97.3698463
958,130 East Central Texas Expressway,Harker Heights,Texas,76548,31.0698185,-97.6665315
959,557 Cahaba Valley Road,Pelham,Alabama,35124,33.3346429,-86.7856489
961,921 Holiday Dr,Ardmore,Oklahoma,73401,34.1858659,-97.1654948
962,121 South State Highway 342,Red Oak,Texas,75154,32.5113711,-96.8045021
963,8608 State Highway 121,McKinney,Texas,75070,33.1282063,-96.7270094
964,864 Hurst St,Center,Texas,75935,31.8055539,-94.191022
965,6920 Navarre Pkwy,Navarre,Florida,32566,30.4026471,-86.9338693
966,7434 S Staples St,Corpus Christi,Texas,78413,27.6674265,-97.3947318
967,16772 FM 2493,Tyler,Texas,75703,32.2361073,-95.3488726
968,2280 7th Street South,Clanton,Alabama,35046,32.8008917,-86.5745934
969,3609 N US Highway 75,Sherman,Texas,75090,33.6757223,-96.6079583
971,9968 Airport Blvd,Mobile,Alabama,36608,30.6709802,-88.2781455
972,12405 Texas 155,Tyler,Texas,75703,32.301299,-95.3394597
973,289 Blanding Blvd,Orange Park,Florida,32073,30.1714935,-81.7462445
974,22710 Bellaire Blvd,Richmond,Texas,77406,29.6896049,-95.7722233
975,301 E FM 544,Murphy,Texas,75094,33.0119157,-96.6043484
976,2290 S Service Rd,Moore,Oklahoma,73160,35.3172933,-97.4887099
977,5266 Preston Rd,Frisco,Texas,75034,33.1227943,-96.804937
978,103 E Hwy 80,White Oak,Texas,75693,32.5207364,-94.8606454
979,103 N Brentwood Dr,Lufkin,Texas,75904,31.2982947,-94.7297334
980,5003 Troup Hwy,Tyler,Texas,75707,32.2962773,-95.2632609
981,7057 S Desert Blvd,Canutillo,Texas,79835,31.9120903,-106.5838896
982,18609 Limestone Commercial Dr,Pflugerville,Texas,78660,30.465388,-97.5968305
983,6520 Westworth Blvd,Westworth Village,Texas,76114,32.7571281,-97.4272691
984,388 E Stacy Rd,Allen,Texas,75002,33.1290574,-96.6479858
985,4590 NW Loop 410,San Antonio,Texas,78229,29.4888495,-98.5735088
986,9232 W Sam Houston Pkwy N,Houston,Texas,77064,29.9041911,-95.5521507
987,6131 N Fry Rd,Katy,Texas,77449,29.8630681,-95.7210768
988,320 Northpark Dr,Kingwood,Texas,77339,30.0683688,-95.2434218
989,2668 Douglas Ave,Brewton,Alabama,36426,31.1491887,-87.0659581
990,8820 Highway 6,Missouri City,Texas,77459,29.5390918,-95.5376342
992,2800 Guadalupe St,Austin,Texas,78705,30.2934511,-97.7421583
993,2710 FM 407,Highland Village,Texas,75077,33.0741748,-97.0714866
994,3706 D B Wood Rd,Georgetown,Texas,78628,30.6815884,-97.7178714
995,1687 Texas 46,New Braunfels,Texas,78132,29.7160757,-98.1603379
996,2420 W University Dr,Denton,Texas,76201,33.2303441,-97.1638695
997,2265 W Holcombe Blvd,Houston,Texas,77030,29.7059024,-95.4122045
998,7760 S Olympia Ave,Tulsa,Oklahoma,74132,36.0517402,-96.0056009
999,598 E Hwy 290 W,Dripping Springs,Texas,78620,30.1902607,-98.0816333
1000,670 Old San Antonio Rd,Buda,Texas,78610,30.0868041,-97.8225397
1001,12768 Hwy 84 East,Joaquin,Texas,75954,31.9689296,-94.0206599
1002,25635 Katy Fwy,Katy,Texas,77494,29.7748525,-95.8204861
1003,505 S Plano Rd,Richardson,Texas,75081,32.9426775,-96.6994247
1004,4836 N Kickapoo Ave,Shawnee,Oklahoma,74804,35.3811862,-96.9303736
1005,2424 W Main St,Norman,Oklahoma,73069,35.2180537,-97.4778105
1006,108 East I-20,Weatherford,Texas,76086,32.7288234,-97.7875721
1007,104 S Railroad Avenue,Mt. Enterprise,Texas,75681,31.9175177,-94.6804977
1008,18303 W Interstate 10 Frontage Rd,San Antonio,Texas,78257,29.6145616,-98.6040357
1009,3521 N Central Expy,Plano,Texas,75023,33.0448461,-96.7015181
1010,730 N Denton Tap Rd,Coppell,Texas,75019,32.9871749,-96.9923567
1011,4471 State Hwy 6 S,College Station,Texas,77845,30.5610806,-96.2578112
